content_id,compound_id,flavor_id,flavor_name,compound_name
0,11947,159,fish,Trimethylamine
1,8298,213,pungent,Acetaldehyde
2,8298,156,ether,Acetaldehyde
3,11889,231,sulfur,Methanethiol
4,11889,166,gasoline,Methanethiol
5,11889,165,garlic,Methanethiol
6,12086,226,solvent,Propanal
7,12086,213,pungent,Propanal
8,768,114,alkane,Pentane
9,8281,93,alcohol,
10,8281,213,pungent,
11,3592,133,cabbage,Dimethyl sulfide
12,3592,231,sulfur,Dimethyl sulfide
13,3592,166,gasoline,Dimethyl sulfide
14,3254,213,pungent,Ethyl formate
15,3384,156,ether,
16,3266,231,sulfur,Ethyl methyl sulfide
17,3266,165,garlic,Ethyl methyl sulfide
18,765,114,alkane,Hexane
19,3241,85,pineapple,Ethyl acetate
20,12037,172,herb,Isoprenyl alcohol
21,4344,156,ether,3-Pentanone
22,3275,249,wine,2-Methyl-1-propanol
23,3275,226,solvent,2-Methyl-1-propanol
24,3275,123,bitter,2-Methyl-1-propanol
25,12547,160,flower,
26,7634,190,mint,2-Methylpentan-3-one
27,8128,140,cocoa,2-Methylbutanal
28,8128,96,almond,2-Methylbutanal
29,3286,181,malt,3-Methylbutanal
30,8291,113,alkaline,
31,753,44,sweet,Ethanol
32,912,165,garlic,Thiophene
33,8286,213,pungent,
34,8286,215,rancid,
35,8286,227,soy,
36,11933,13,butter,"2,3-Butanedione"
37,1325,69,apple,Methyl 3-methylbutanoate
38,12617,186,medicine,
39,12617,164,fruit,
40,3383,249,wine,2-Butanol
41,29793,133,cabbage,mercaptoacetaldehyde
42,3379,213,pungent,Butanal
43,3379,59,green,Butanal
44,8244,159,fish,1-Penten-3-one
45,8244,213,pungent,1-Penten-3-one
46,3280,160,flower,Methyl isobutyrate
47,13888,231,sulfur,Methyl thiocyanate
48,8230,149,cream,"2,3-Pentanedione"
49,8230,13,butter,"2,3-Pentanedione"
50,8241,13,butter,1-Penten-3-ol
51,8241,213,pungent,1-Penten-3-ol
52,12065,215,rancid,
53,12065,14,cheese,
54,12065,232,sweat,
55,8081,156,ether,
56,8081,77,grape,
57,29794,59,green,3-penten-2-ol
58,29794,244,vinyl,3-penten-2-ol
59,1366,164,fruit,Ethyl propionate
60,5380,114,alkane,N-Heptane
61,11802,13,butter,Acetoin
62,11802,149,cream,Acetoin
63,12087,156,ether,Methyl butyrate
64,12087,164,fruit,Methyl butyrate
65,12087,44,sweet,Methyl butyrate
66,8300,19,sour,
67,8297,164,fruit,"1,1-Diethoxyethane"
68,8297,149,cream,"1,1-Diethoxyethane"
69,8131,181,malt,(S)-2-Methyl-1-butanol
70,3492,200,onion,Dimethyl disulfide
71,3492,133,cabbage,Dimethyl disulfide
72,3492,214,putrid,Dimethyl disulfide
73,8080,156,ether,2-Hexanone
74,8134,59,green,2-Methyl-2-butenal
75,8134,164,fruit,2-Methyl-2-butenal
76,8132,65,whiskey,Isopentyl alcohol
77,8132,181,malt,Isopentyl alcohol
78,8132,131,burnt,Isopentyl alcohol
79,12550,156,ether,2-Pentanone
80,12550,164,fruit,2-Pentanone
81,8235,89,strawberry,(E)-2-Pentenal
82,8235,164,fruit,(E)-2-Pentenal
83,8235,7,tomato,(E)-2-Pentenal
84,12110,249,wine,2-Methyl-1-butanol
85,12110,200,onion,2-Methyl-1-butanol
86,29795,164,fruit,3-pentanol
87,29796,59,green,"(3E,5E)-1,3,5-octatriene"
88,29796,94,plastic,"(3E,5E)-1,3,5-octatriene"
89,29797,146,cooked vegetable,1-hexen-3-one
90,29797,188,metal,1-hexen-3-one
91,11120,231,sulfur,2-Methylthiophene
92,8231,119,balsamic,1-Pentanol
93,8240,59,green,
94,8240,94,plastic,
95,8240,221,rubber,
96,14041,160,flower,"Linalool 3,7-oxide"
97,4613,213,pungent,2-Methylpentan-2-ol
98,12457,203,paint,Toluene
99,3276,164,fruit,2-Methylpropyl acetate
100,3276,69,apple,2-Methylpropyl acetate
101,3276,71,banana,2-Methylpropyl acetate
102,1927,172,herb,Prenol
103,9848,69,apple,
104,3279,44,sweet,Ethyl 2-methylpropanoate
105,3279,221,rubber,Ethyl 2-methylpropanoate
106,8094,59,green,1-Hexen-3-ol
107,8069,167,grass,Hexanal
108,8069,233,tallow,Hexanal
109,8069,157,fat,Hexanal
110,8179,44,sweet,"4-Methyl-3-penten-2-one, 9CI"
111,8179,139,chemical,"4-Methyl-3-penten-2-one, 9CI"
112,8086,176,leaf,(Z)-3-Hexenal
113,8086,59,green,(Z)-3-Hexenal
114,29798,133,cabbage,tetrahydrothiophene
115,5817,94,plastic,"1,3-Dimethylbenzene"
116,8111,172,herb,3-Hydroxy-2-pentanone
117,8111,241,truffle,3-Hydroxy-2-pentanone
118,21554,200,onion,3-Mercapto-2-butanone
119,3272,213,pungent,2-Methylpropanal
120,3272,181,malt,2-Methylpropanal
121,3272,59,green,2-Methylpropanal
122,12085,69,apple,Ethyl butyrate
123,11937,164,fruit,"2,3-Butanediol"
124,11937,200,onion,"2,3-Butanediol"
125,3229,96,almond,Pentanal
126,3229,181,malt,Pentanal
127,3229,213,pungent,Pentanal
128,1367,85,pineapple,Propyl propionate
129,14724,118,baked,8-Nonen-2-one
130,758,114,alkane,Octane
131,3387,84,pear,n-Butyl acetate
132,10899,128,bread,
133,10899,96,almond,
134,10899,44,sweet,
135,8137,116,amine,3-Methyl-2-butene-1-thiol
136,8137,224,smoke,3-Methyl-2-butene-1-thiol
137,29799,241,truffle,2-hydroxy-3-pentanone
138,29799,154,earth,2-hydroxy-3-pentanone
139,29799,197,nut,2-hydroxy-3-pentanone
140,14736,215,rancid,Pyridine
141,11114,211,popcorn,Methylpyrazine
142,29800,164,fruit,3-ethoxy-1-propanol
143,29801,238,thiamin,1-(methylthio)ethanethiol
144,8083,69,apple,
145,8083,59,green,
146,29802,69,apple,(S)-(+)-ethyl-2-methylbutanoate
147,19254,213,pungent,Isopropyl butyrate
148,19254,164,fruit,Isopropyl butyrate
149,12561,131,burnt,2-Furanmethanol
150,11880,69,apple,Ethyl 2-methylbutyrate
151,1326,164,fruit,Ethyl isovalerate
152,8082,157,fat,2-Hexenal
153,8082,215,rancid,2-Hexenal
154,1324,232,sweat,3-Methylbutanoic acid
155,1324,252,acid,3-Methylbutanoic acid
156,1324,215,rancid,3-Methylbutanoic acid
157,15531,184,meat,2-Methyl-3-furanthiol
158,8092,167,grass,(Z)-3-Hexen-1-ol
159,6737,135,camphor,Methylisopropyl ketone
160,29803,188,metal,1-hepten-3-one
161,8136,14,cheese,2-Methylbutanoic acid
162,8136,232,sweat,2-Methylbutanoic acid
163,8073,216,resin,1-Hexanol
164,8073,160,flower,1-Hexanol
165,8073,59,green,1-Hexanol
166,8057,172,herb,3-Heptanol
167,10963,221,rubber,"2,4-Dimethylthiazole"
168,10963,191,mold,"2,4-Dimethylthiazole"
169,8133,71,banana,Isopentyl acetate
170,12455,164,fruit,2-Methylbutyl acetate
171,11499,176,leaf,(Z)-2-Hexen-1-ol
172,11499,59,green,(Z)-2-Hexen-1-ol
173,11499,249,wine,(Z)-2-Hexen-1-ol
174,11499,164,fruit,(Z)-2-Hexen-1-ol
175,8542,145,cooked potato,3-(Methylthio)propanal
176,4400,232,sweat,2-Methylpyridine
177,12443,231,sulfur,3-Isothiocyanato-1-propene
178,12443,213,pungent,3-Isothiocyanato-1-propene
179,12443,165,garlic,3-Isothiocyanato-1-propene
180,8091,59,green,(E)-2-Hexen-1-ol
181,8091,176,leaf,(E)-2-Hexen-1-ol
182,8091,100,walnut,(E)-2-Hexen-1-ol
183,5820,25,geranium,"1,2-Dimethylbenzene"
184,8056,225,soap,2-Heptanone
185,13475,231,sulfur,3-Mercapto-2-pentanone
186,13475,200,onion,3-Mercapto-2-pentanone
187,13475,184,meat,3-Mercapto-2-pentanone
188,12555,119,balsamic,Styrene
189,12555,166,gasoline,Styrene
190,11130,119,balsamic,2-Acetylfuran
191,14359,145,cooked potato,Methyl 2-(methylthio)acetate
192,14359,220,roasted nut,Methyl 2-(methylthio)acetate
193,19253,85,pineapple,Propyl butyrate
194,19253,226,solvent,Propyl butyrate
195,20026,251,yeast,Ethyl pentanoate
196,20026,164,fruit,Ethyl pentanoate
197,13814,219,roasted meat,2-Mercapto-3-pentanone
198,29804,200,onion,(E)-2-methyl-3-tetrahydrofuranthiol
199,8049,157,fat,Heptanal
200,8049,50,citrus,Heptanal
201,8049,215,rancid,Heptanal
202,8062,122,biscuit,(Z)-4-Heptenal
203,8062,149,cream,(Z)-4-Heptenal
204,29805,154,earth,
205,29805,195,must,
206,13957,140,cocoa,"2,5-Dimethylpyrazine"
207,13957,220,roasted nut,"2,5-Dimethylpyrazine"
208,13957,218,roast beef,"2,5-Dimethylpyrazine"
209,13957,186,medicine,"2,5-Dimethylpyrazine"
210,13911,220,roasted nut,
211,13911,140,cocoa,
212,13911,218,roast beef,
213,8534,206,peanut butter,2-Ethylpyrazine
214,8534,250,wood,2-Ethylpyrazine
215,13900,232,sweat,Hexanoic acid
216,3231,232,sweat,Pentanoic acid
217,10960,197,nut,"2,3-Dimethylpyrazine"
218,10960,206,peanut butter,"2,3-Dimethylpyrazine"
219,10960,140,cocoa,"2,3-Dimethylpyrazine"
220,10960,184,meat,"2,3-Dimethylpyrazine"
221,29807,232,sweat,4-methyl-1-hexanol
222,10900,141,coffee,2-Furanmethanethiol
223,10900,217,roast,2-Furanmethanethiol
224,29808,208,pesticide,2-cyclohexen-1-one
225,3365,197,nut,"5-Acetyl-3,4-dihydro-2H-pyrrole"
226,3365,217,roast,"5-Acetyl-3,4-dihydro-2H-pyrrole"
227,757,114,alkane,Nonane
228,15052,138,cat,4-Methoxy-2-methyl-2-butanethiol
229,15052,125,black currant,4-Methoxy-2-methyl-2-butanethiol
230,9399,231,sulfur,
231,10965,217,roast,"4,5-Dimethylthiazole"
232,10965,224,smoke,"4,5-Dimethylthiazole"
233,6726,231,sulfur,Dimethyl sulfone
234,6726,131,burnt,Dimethyl sulfone
235,19463,231,sulfur,1-Hexanethiol
236,12160,66,mushroom,
237,13899,164,fruit,Methyl hexanoate
238,13899,162,fresh,Methyl hexanoate
239,13899,44,sweet,Methyl hexanoate
240,29809,184,meat,"2-methyl-4,5-dihydro-3-furanthiol"
241,29810,165,garlic,4-methyl-3-thiazoline
242,4396,167,grass,2-Ethylpyridine
243,14369,210,pine,
244,14369,242,turpentine,
245,29811,125,black currant,3-mercapto-4-methyl-2-pentanone
246,5816,94,plastic,"1,2,4-Trimethylbenzene"
247,9393,183,marshmallow,
248,3391,231,sulfur,1-Isothiocyanatobutane
249,3391,213,pungent,1-Isothiocyanatobutane
250,3391,59,green,1-Isothiocyanatobutane
251,1413,250,wood,(+/-)-alpha-Thujene
252,1413,59,green,(+/-)-alpha-Thujene
253,1413,172,herb,(+/-)-alpha-Thujene
254,8232,59,green,
255,11996,59,green,2-Heptenal
256,8061,225,soap,(E)-2-Heptenal
257,8061,157,fat,(E)-2-Heptenal
258,8061,96,almond,(E)-2-Heptenal
259,14664,96,almond,Benzaldehyde
260,14664,132,burnt sugar,Benzaldehyde
261,8054,139,chemical,1-Heptanol
262,8054,59,green,1-Heptanol
263,8380,44,sweet,3-(Methylthio)-1-propanol
264,8380,6,potato,3-(Methylthio)-1-propanol
265,3346,172,herb,
266,3346,13,butter,
267,3346,216,resin,
268,12461,231,sulfur,Dimethyl trisulfide
269,12461,159,fish,Dimethyl trisulfide
270,12461,133,cabbage,Dimethyl trisulfide
271,29812,144,cooked meat,3-thienyl mercaptan
272,9401,164,fruit,Ethyl 4-methylpentanoate
273,19916,184,meat,"2,5-Dimethyl-3-furanthiol"
274,3375,164,fruit,4-(Methylthio)-2-butanone
275,21353,133,cabbage,Dihydro-2-methyl-3(2H)-thiophenone
276,21353,200,onion,Dihydro-2-methyl-3(2H)-thiophenone
277,21353,195,must,Dihydro-2-methyl-3(2H)-thiophenone
278,29813,97,hazelnut,5-methyl-(E)-2-hepten-4-one
279,29813,197,nut,5-methyl-(E)-2-hepten-4-one
280,15003,185,meat broth,3-Mercapto-3-methyl-1-butanol
281,3366,66,mushroom,1-Octen-3-one
282,3366,188,metal,1-Octen-3-one
283,8239,66,mushroom,(E)-2-Penten-1-ol
284,9066,135,camphor,Camphene
285,3350,66,mushroom,
286,10993,96,almond,5-Methyl-2-furancarboxaldehyde
287,10993,39,caramel,5-Methyl-2-furancarboxaldehyde
288,10993,132,burnt sugar,5-Methyl-2-furancarboxaldehyde
289,893,209,phenol,Phenol
290,14711,104,pepper,
291,14711,66,mushroom,
292,14711,221,rubber,
293,29814,25,geranium,"(Z)-1,5-octadien-3-one"
294,29814,188,metal,"(Z)-1,5-octadien-3-one"
295,13519,104,pepper,4(10)-Thujene
296,13519,242,turpentine,4(10)-Thujene
297,13519,250,wood,4(10)-Thujene
298,29815,154,earth,"1,5-octadien-3-ol"
299,29815,172,herb,"1,5-octadien-3-ol"
300,29816,154,earth,"(E)-1,5-octadien-3-one"
301,29816,195,must,"(E)-1,5-octadien-3-one"
302,14924,190,mint,"Dehydro-1,8-cineole"
303,14924,46,lemon,"Dehydro-1,8-cineole"
304,3090,168,green bean,
305,3090,13,butter,
306,21567,164,fruit,
307,21567,44,sweet,
308,11163,154,earth,Trimethylthiazole
309,911,231,sulfur,2-Thiophenecarboxaldehyde
310,3340,157,fat,Octanal
311,3340,225,soap,Octanal
312,3340,46,lemon,Octanal
313,3340,59,green,Octanal
314,3345,225,soap,2-Octanone
315,3345,166,gasoline,2-Octanone
316,15036,231,sulfur,"2-Methyl-1,3-dithiolane"
317,29817,163,fried,"(E,Z)-2,4-heptadienal"
318,8528,217,roast,Trimethylpyrazine
319,8528,6,potato,Trimethylpyrazine
320,8528,195,must,Trimethylpyrazine
321,19928,117,apple peel,Ethyl hexanoate
322,19928,164,fruit,Ethyl hexanoate
323,8788,245,warm,1-Methoxy-2-methylbenzene
324,8788,160,flower,1-Methoxy-2-methylbenzene
325,8788,100,walnut,1-Methoxy-2-methylbenzene
326,15468,210,pine,beta-Pinene
327,15468,216,resin,beta-Pinene
328,15468,242,turpentine,beta-Pinene
329,3343,66,mushroom,2-Octanol
330,3343,157,fat,2-Octanol
331,29818,201,orange peel,"7,7-dimethyl-3-methylene-bicyclo[4.1.0]heptane"
332,19934,59,green,cis-3-Hexenyl acetate
333,19934,71,banana,cis-3-Hexenyl acetate
334,13571,152,dill,(S)-alpha-Phellandrene
335,17407,119,balsamic,"7-Methyl-3-methylene-1,6-octadiene"
336,17407,195,must,"7-Methyl-3-methylene-1,6-octadiene"
337,17407,229,spice,"7-Methyl-3-methylene-1,6-octadiene"
338,20553,164,fruit,Ethyl lactate
339,29819,197,nut,"(E,E)-2,4-heptadienal"
340,29819,157,fat,"(E,E)-2,4-heptadienal"
341,3344,192,moss,3-Octanol
342,3344,197,nut,3-Octanol
343,3344,66,mushroom,3-Octanol
344,13946,211,popcorn,2-Acetylpyridine
345,1267,164,fruit,Hexyl acetate
346,1267,172,herb,Hexyl acetate
347,29820,172,herb,1-methoxycyclohexene
348,29820,229,spice,1-methoxycyclohexene
349,29821,129,broccoli,
350,29821,133,cabbage,
351,19457,231,sulfur,5-Methyl-2-furanmethanethiol
352,19457,217,roast,5-Methyl-2-furanmethanethiol
353,5891,114,alkane,N-Decane
354,14939,229,spice,"1,4-Cineole"
355,4833,50,citrus,beta-Cubebene
356,4833,164,fruit,beta-Cubebene
357,10952,217,roast,2-Acetylthiazole
358,10952,197,nut,2-Acetylthiazole
359,10952,231,sulfur,2-Acetylthiazole
360,12241,26,hawthorne,Phenylacetaldehyde
361,12241,42,honey,Phenylacetaldehyde
362,12241,44,sweet,Phenylacetaldehyde
363,15051,138,cat,3-Mercapto-3-methylbutyl formate
364,15051,217,roast,3-Mercapto-3-methylbutyl formate
365,8546,217,roast,2-Acetylpyrazine
366,13461,217,roast,"3,4-Dihydro-5-propanoyl-2H-pyrrole"
367,14632,242,turpentine,
368,14632,190,mint,
369,14632,229,spice,
370,10142,217,roast,
371,10142,211,popcorn,
372,14300,50,citrus,(R)-Limonene
373,14300,190,mint,(R)-Limonene
374,14619,190,mint,"1,8-Cineole"
375,14619,44,sweet,"1,8-Cineole"
376,3256,34,rose,2-Ethyl-1-hexanol
377,3256,59,green,2-Ethyl-1-hexanol
378,14327,46,lemon,alpha-Carene
379,14327,216,resin,alpha-Carene
380,29822,39,caramel,"2-acetyl-1,4,5,6-tetrahydropyridine"
381,29823,232,sweat,2-ethyl-6(or 5)-methylpyrazine
382,15974,46,lemon,
383,29824,188,metal,benzylmethyl ether
384,1293,192,moss,(E)-3-Hexen-1-ol
385,1293,162,fresh,(E)-3-Hexen-1-ol
386,13570,46,lemon,Limonene
387,13570,49,orange,Limonene
388,29825,39,caramel,ethyl 4-hydroxybutanoate
389,29826,197,nut,(Z)-3-octen-2-one
390,20170,162,fresh,Isopropyl hexanoate
391,11614,197,nut,3-Octen-2-one
392,11614,150,crushed bug,3-Octen-2-one
393,20388,39,caramel,Furaneol
394,3338,49,orange,Methyl caprylate
395,12109,195,must,Acetophenone
396,12109,160,flower,Acetophenone
397,12109,96,almond,Acetophenone
398,17365,226,solvent,1-Isopropyl-4-methylbenzene
399,17365,166,gasoline,1-Isopropyl-4-methylbenzene
400,17365,50,citrus,1-Isopropyl-4-methylbenzene
401,1462,50,citrus,cis-beta-Ocimene
402,1462,172,herb,cis-beta-Ocimene
403,1462,160,flower,cis-beta-Ocimene
404,8547,240,tomato leaf,2-(2-Methylpropyl)thiazole
405,8547,59,green,2-(2-Methylpropyl)thiazole
406,8120,127,box tree,4-Mercapto-4-methyl-2-pentanone
407,18755,164,fruit,Butyl 2-methylbutanoate
408,18755,140,cocoa,Butyl 2-methylbutanoate
409,8544,39,caramel,Norfuraneol
410,14667,197,nut,
411,14667,100,walnut,
412,14667,128,bread,
413,21170,217,roast,"2-Ethyl-3-methylpyrazine, 9CI"
414,19444,186,medicine,2-Methyl-3-thiophenethiol
415,2957,59,green,(E)-2-Octenal
416,2957,197,nut,(E)-2-Octenal
417,2957,157,fat,(E)-2-Octenal
418,16153,232,sweat,2-Isopropyl-5-methylpyrazine
419,29827,169,green leaf,(Z)-2-octenal
420,29827,100,walnut,(Z)-2-octenal
421,12544,39,caramel,Mesifurane
422,12544,44,sweet,Mesifurane
423,12544,189,mildew,Mesifurane
424,14920,190,mint,beta-Phellandrene
425,14920,237,terpentine,beta-Phellandrene
426,29828,172,herb,
427,29829,250,wood,"3,7-dimethyl-1-octen-3-ol"
428,29829,50,citrus,"3,7-dimethyl-1-octen-3-ol"
429,29829,135,camphor,"3,7-dimethyl-1-octen-3-ol"
430,8532,164,fruit,
431,8532,59,green,
432,8532,48,melon,
433,29830,164,fruit,alpha-Ocimene
434,29830,248,wet cloth,alpha-Ocimene
435,1465,44,sweet,trans-beta-Ocimene
436,1465,172,herb,trans-beta-Ocimene
437,2941,59,green,2-Octenal
438,14852,59,green,Artemisia ketone
439,14852,172,herb,Artemisia ketone
440,29831,154,earth,"3-methoxy-2,5-dimethylpyrazine"
441,812,166,gasoline,"p-Mentha-1,3,5,8-tetraene"
442,1456,119,balsamic,cis-Sabinene hydrate
443,11888,224,smoke,2-Methoxyphenol
444,11888,44,sweet,2-Methoxyphenol
445,11888,186,medicine,2-Methoxyphenol
446,15975,166,gasoline,gamma-Terpinene
447,15975,242,turpentine,gamma-Terpinene
448,16013,39,caramel,"3,4-Dimethyl-1,2-cyclopentanedione"
449,8790,186,medicine,4-Methylphenol
450,8790,209,phenol,4-Methylphenol
451,8790,224,smoke,4-Methylphenol
452,29832,213,pungent,1-nonen-3-one
453,29832,66,mushroom,1-nonen-3-one
454,19764,154,earth,"5-Ethyl-2,4-dimethylthiazole"
455,20029,6,potato,"3-Ethyl-2,5-dimethylpyrazine"
456,20029,217,roast,"3-Ethyl-2,5-dimethylpyrazine"
457,29833,235,tart lime,"6,10-dihydromyrcenol"
458,29833,50,citrus,"6,10-dihydromyrcenol"
459,29833,143,cologne,"6,10-dihydromyrcenol"
460,3361,148,cotton candy,"3-Hydroxy-4,5-dimethyl-2(5H)-furanone"
461,3361,229,spice,"3-Hydroxy-4,5-dimethyl-2(5H)-furanone"
462,3361,52,maple,"3-Hydroxy-4,5-dimethyl-2(5H)-furanone"
463,8538,231,sulfur,2-Thiophenemethanethiol
464,12201,212,prune,Methyl benzoate
465,12201,177,lettuce,Methyl benzoate
466,12201,172,herb,Methyl benzoate
467,12201,44,sweet,Methyl benzoate
468,20028,6,potato,"2-Ethyl-3,5-dimethylpyrazine"
469,20028,217,roast,"2-Ethyl-3,5-dimethylpyrazine"
470,923,131,burnt,"5-Ethyl-2,3-dimethylpyrazine"
471,923,211,popcorn,"5-Ethyl-2,3-dimethylpyrazine"
472,29834,172,herb,"3,3,6-trimethyl-1,5-heptadien-4-ol"
473,8789,158,fecal,3-Methylphenol
474,8789,94,plastic,3-Methylphenol
475,29835,215,rancid,"1,2,4,5-tetramethylbenzene"
476,29835,44,sweet,"1,2,4,5-tetramethylbenzene"
477,2712,39,caramel,Maltol
478,20542,160,flower,"cis-Linalool 3,6-oxide"
479,12586,139,chemical,1-Octanol
480,12586,188,metal,1-Octanol
481,12586,131,burnt,1-Octanol
482,19962,44,sweet,2-Pentylthiophene
483,19962,164,fruit,2-Pentylthiophene
484,11136,231,sulfur,2-Acetylthiophene
485,12451,71,banana,Pentyl butanoate
486,29836,164,fruit,"3,5-octadien-2-one"
487,29836,157,fat,"3,5-octadien-2-one"
488,29836,66,mushroom,"3,5-octadien-2-one"
489,29837,3,cucumber,(Z)-3-nonenal
490,3304,157,fat,Nonanal
491,3304,50,citrus,Nonanal
492,3304,59,green,Nonanal
493,12454,164,fruit,Propyl hexanoate
494,12155,42,honey,2-Phenylethanol
495,12155,229,spice,2-Phenylethanol
496,12155,34,rose,2-Phenylethanol
497,12155,179,lilac,2-Phenylethanol
498,29838,157,fat,(E)-3-nonenal
499,20072,205,pea,2-Isopropyl-3-methoxypyrazine
500,20072,154,earth,2-Isopropyl-3-methoxypyrazine
501,3166,157,fat,"(3Z,6Z)-3,6-Nonadienal"
502,3166,225,soap,"(3Z,6Z)-3,6-Nonadienal"
503,8201,164,fruit,Ethyl heptanoate
504,18358,224,smoke,2-Methyl-2-(methyldithio)propanal
505,18358,157,fat,2-Methyl-2-(methyldithio)propanal
506,14439,27,hyacinth,Hotrienol
507,14943,160,flower,Linalool
508,14943,30,lavender,Linalool
509,13470,154,earth,"3,5-Dimethyl-2-vinylpyrazine"
510,8350,59,green,"(E,E)-2,4-Octadienal"
511,8350,222,seaweed,"(E,E)-2,4-Octadienal"
512,8350,3,cucumber,"(E,E)-2,4-Octadienal"
513,3347,225,soap,(E)-2-Octen-1-ol
514,3347,94,plastic,(E)-2-Octen-1-ol
515,11633,217,roast,"2-Acetyl-4,5-dihydrothiazole"
516,11633,211,popcorn,"2-Acetyl-4,5-dihydrothiazole"
517,15973,210,pine,Terpinolene
518,15973,94,plastic,Terpinolene
519,20543,160,flower,"trans-Linalool 3,6-oxide"
520,29839,59,green,cis-tetrahydro-4-methyl-2-(2-methyl-1-propenyl)-2H-pyran
521,29839,160,flower,cis-tetrahydro-4-methyl-2-(2-methyl-1-propenyl)-2H-pyran
522,3309,173,hot milk,2-Nonanone
523,3309,225,soap,2-Nonanone
524,3309,59,green,2-Nonanone
525,29840,250,wood,trans-4-thujanol
526,29840,119,balsamic,trans-4-thujanol
527,29841,44,sweet,"tetrahydro-4-methyl-2-(2-methyl-1-propenyl)-2,5-cis-2H-pyran"
528,29841,34,rose,"tetrahydro-4-methyl-2-(2-methyl-1-propenyl)-2,5-cis-2H-pyran"
529,12004,89,strawberry,Methyl cinnamate
530,15998,242,turpentine,"p-Mentha-1,3,8-triene"
531,9847,190,mint,3-Methyl-2(3-methylbut-2-en-1-yl)furan
532,4983,114,alkane,Undecane
533,812,50,citrus,"p-Mentha-1,3,5,8-tetraene"
534,812,210,pine,"p-Mentha-1,3,5,8-tetraene"
535,9875,231,sulfur,
536,29842,159,fish,4-ethyl-6-hepten-3-one
537,4003,162,fresh,"trans-p-Mentha-2,8-dien-1-ol"
538,4003,190,mint,"trans-p-Mentha-2,8-dien-1-ol"
539,29843,195,must,2-pinen-5-ol
540,29843,153,dust,2-pinen-5-ol
541,7822,250,wood,Perillene
542,9779,162,fresh,(±)-Menthone
543,9779,59,green,(±)-Menthone
544,29844,188,metal,1-octen-3-hydroperoxide
545,29844,66,mushroom,1-octen-3-hydroperoxide
546,2189,39,caramel,
547,29845,160,flower,"(2R,4R)-tetrahydro-4-methyl-2-(2-methyl-1-propenyl)-2H-pyran"
548,8342,197,nut,4-Propyl-gamma-butyrolactone
549,8342,157,fat,4-Propyl-gamma-butyrolactone
550,8342,164,fruit,4-Propyl-gamma-butyrolactone
551,20089,199,oil,Nerol oxide
552,20089,160,flower,Nerol oxide
553,13798,164,fruit,"1,2-Epoxy-p-menth-8-ene"
554,11179,164,fruit,Ethyl cyclohexanecarboxylate
555,3408,164,fruit,Methyl cyclohexanecarboxylate
556,3408,155,ester,Methyl cyclohexanecarboxylate
557,9793,160,flower,
558,9793,46,lemon,
559,8746,44,sweet,Benzyl alcohol
560,8746,160,flower,Benzyl alcohol
561,5026,162,fresh,"cis-Limonene-1,2-oxide"
562,5026,50,citrus,"cis-Limonene-1,2-oxide"
563,15976,195,must,
564,29846,202,orris,(Z)-2-nonenal
565,29846,157,fat,(Z)-2-nonenal
566,29846,3,cucumber,(Z)-2-nonenal
567,29847,162,fresh,"trans-1,2-epoxy-p-menth-8-ene"
568,29847,50,citrus,"trans-1,2-epoxy-p-menth-8-ene"
569,3373,59,green,"(1S,2R,4R)-1,2-Epoxy-p-menth-8-ene"
570,29848,135,camphor,
571,13525,135,camphor,Fenchol
572,29849,39,caramel,ethyl-4-hydroxymethyl- 3(2H)-Furanone
573,29850,69,apple,pentyl 2-methylbutyrate
574,29851,135,camphor,"alpha-fenchyl alcoholalpha-1,3,3-trimethyl-norbornan-2-ol"
575,29852,190,mint,p-Menthan-3-one
576,15977,195,must,beta-Terpineol
577,29853,217,roast,5-methyl-5(H)-cyclopentapyrazine
578,5391,172,herb,trans-p-Menth-2-en-1-ol
579,3313,3,cucumber,(E)-2-Nonenal
580,3313,157,fat,(E)-2-Nonenal
581,3313,59,green,(E)-2-Nonenal
582,8895,219,roasted meat,
583,29854,164,fruit,2-Octyl acetate
584,29855,44,sweet,
585,29855,164,fruit,
586,29855,172,herb,
587,14620,157,fat,Citronellal
588,3312,204,paper,2-Nonenal
589,3308,157,fat,1-Nonanol
590,3308,59,green,1-Nonanol
591,12043,3,cucumber,Violet-leaf aldehyde
592,12043,246,wax,Violet-leaf aldehyde
593,12043,59,green,Violet-leaf aldehyde
594,11475,229,spice,4-Acetyl-1-methylcyclohexene
595,11863,39,caramel,Homofureanol
596,10933,118,baked,"3,5-Diethyl-2-methylpyrazine"
597,12646,196,mustard,5-Isothiocyanato-1-pentene
598,12646,4,horseradish,5-Isothiocyanato-1-pentene
599,3368,162,fresh,Benzyl acetate
600,3368,126,boiled vegetable,Benzyl acetate
601,21276,6,potato,"2,3-Diethyl-5-methylpyrazine"
602,21276,184,meat,"2,3-Diethyl-5-methylpyrazine"
603,21276,217,roast,"2,3-Diethyl-5-methylpyrazine"
604,19918,144,cooked meat,2-Methyl-3-(methyldithio)furan
605,19918,238,thiamin,2-Methyl-3-(methyldithio)furan
606,12015,249,wine,Diethyl succinate
607,12015,164,fruit,Diethyl succinate
608,3303,3,cucumber,"2,6-Nonadien-1-ol"
609,12583,3,cucumber,Violet alcohol
610,29856,59,green,"(Z)-3,7-dimethyl-3,6-octadienal"
611,29857,135,camphor,
612,29858,160,flower,
613,29859,195,must,3-ethylphenol
