content_id,source_id,source_type,food_id,orig_content,orig_unit,food_name,food_group,food_subgroup,source_name,score,nutri_score,nutri_score_category
0,1,Nutrient,4,1.955,g/100g,Kiwi,Fruits,Tropical fruits,Fat,,-1,A
1,1,Nutrient,6,1.85395,g/100g,Garden onion,Vegetables,Onion-family vegetables,Fat,,-4,A
3,1,Nutrient,9,3.9,g/100g,Chives,Herbs and Spices,Herbs,Fat,,-3,A
4,1,Nutrient,11,2.5,g/100g,Cashew nut,Nuts,Nuts,Fat,,14,D
7,1,Nutrient,12,2.1886,g/100g,Pineapple,Fruits,Tropical fruits,Fat,,2,B
8,1,Nutrient,13,4.5,g/100g,Dill,Herbs and Spices,Herbs,Fat,,7,C
10,1,Nutrient,14,1.15,g/100g,Custard apple,Fruits,Tropical fruits,Fat,,3,C
13,1,Nutrient,15,2.165,g/100g,Wild celery,Herbs and Spices,Spices,Fat,,-1,A
15,1,Nutrient,16,1.7,g/100g,Peanut,Nuts,Nuts,Fat,,7,C
18,1,Nutrient,17,16.5,g/100g,Burdock,Vegetables,Root vegetables,Fat,,0,B
21,1,Nutrient,18,0.7,g/100g,Horseradish,Herbs and Spices,Spices,Fat,,-7,A
22,1,Nutrient,19,38.1,g/100g,Tarragon,Herbs and Spices,Herbs,Fat,,9,C
24,1,Nutrient,20,3.55,g/100g,Mugwort,Herbs and Spices,Herbs,Fat,,-5,A
26,1,Nutrient,21,2.15,g/100g,Asparagus,Vegetables,Shoot vegetables,Fat,,-2,A
27,1,Nutrient,22,2.9,g/100g,Oat,Cereals and cereal products,Cereals,Fat,,10,C
29,1,Nutrient,23,2.64,g/100g,Star fruit,Fruits,Tropical fruits,Fat,,-2,A
30,1,Nutrient,24,67.4595,g/100g,Brazil nut,Nuts,Nuts,Fat,,8,C
31,1,Nutrient,26,5.35,g/100g,Borage,Herbs and Spices,Oilseed crops,Fat,,-1,A
33,1,Nutrient,27,7.535,g/100g,Chinese mustard,Vegetables,Cabbages,Fat,,-4,A
35,1,Nutrient,32,1.528,g/100g,Brussel sprouts,Vegetables,Cabbages,Fat,,-6,A
36,1,Nutrient,33,0.6055,g/100g,Kohlrabi,Vegetables,Root vegetables,Fat,,-4,A
38,1,Nutrient,37,1.3,g/100g,Pigeon pea,Pulses,Peas,Fat,,-3,A
42,1,Nutrient,38,9.25,g/100g,Tea,Teas,Teas,Fat,,-7,A
43,1,Nutrient,39,0.47,g/100g,Capers,Herbs and Spices,Spices,Fat,,6,C
47,1,Nutrient,40,7.3,g/100g,Pepper,Vegetables,Fruit vegetables,Fat,,9,C
49,1,Nutrient,41,1.149,g/100g,Papaya,Fruits,Tropical fruits,Fat,,-1,A
53,1,Nutrient,42,6.3,g/100g,Safflower,Herbs and Spices,Oilseed crops,Fat,,-5,A
56,1,Nutrient,43,15.1913,g/100g,Caraway,Herbs and Spices,Spices,Fat,,6,C
57,1,Nutrient,46,3.9,g/100g,Roman camomile,Herbs and Spices,Herbs,Fat,,-3,A
58,1,Nutrient,47,6.4375,g/100g,Chickpea,Pulses,Peas,Fat,,8,C
59,1,Nutrient,48,1.71,g/100g,Endive,Vegetables,Leaf vegetables,Fat,,-3,A
60,1,Nutrient,49,1.5,g/100g,Chicory,Vegetables,Root vegetables,Fat,,0,B
62,1,Nutrient,50,3.5,g/100g,Chinese cinnamon,Herbs and Spices,Spices,Fat,,3,C
63,1,Nutrient,51,1.4,g/100g,Ceylon cinnamon,Herbs and Spices,Spices,Fat,,-2,A
65,1,Nutrient,52,4.46,g/100g,Watermelon,Gourds,Gourds,Fat,,1,B
67,1,Nutrient,53,1.435,g/100g,Lime,Fruits,Citrus,Fat,,-1,A
68,1,Nutrient,54,2.8,g/100g,Lemon,Fruits,Citrus,Fat,,-5,A
70,1,Nutrient,56,1.195,g/100g,"Mandarin orange (Clementine, Tangerine)",Fruits,Citrus,Fat,,2,B
71,1,Nutrient,57,0.855,g/100g,Sweet orange,Fruits,Citrus,Fat,,12,D
72,1,Nutrient,59,5.7,g/100g,Arabica coffee,Coffee and coffee products,Coffee,Fat,,14,D
74,1,Nutrient,61,16,g/100g,Coriander,Herbs and Spices,Herbs,Fat,,4,C
76,1,Nutrient,62,57.5,g/100g,Common hazelnut,Nuts,Nuts,Fat,,-5,A
77,1,Nutrient,63,9.515,g/100g,Saffron,Herbs and Spices,Spices,Fat,,10,C
78,1,Nutrient,64,1.59775,g/100g,Muskmelon,Gourds,Gourds,Fat,,1,B
80,1,Nutrient,65,2.19685,g/100g,Cucumber,Gourds,Gourds,Fat,,6,C
82,1,Nutrient,66,1.7665,g/100g,Cucurbita,Gourds,Gourds,Fat,,6,C
83,1,Nutrient,67,20.219,g/100g,Cumin,Herbs and Spices,Spices,Fat,,12,D
85,1,Nutrient,68,8.55,g/100g,Turmeric,Herbs and Spices,Spices,Fat,,13,D
86,1,Nutrient,69,0.9,g/100g,Quince,Fruits,Pomes,Fat,,1,B
88,1,Nutrient,70,7.1,g/100g,Lemon grass,Herbs and Spices,Herbs,Fat,,-1,A
89,1,Nutrient,72,1.535,g/100g,Wild carrot,Vegetables,Root vegetables,Fat,,0,B
91,1,Nutrient,74,2.5,g/100g,Cardamom,Herbs and Spices,Spices,Fat,,8,C
93,1,Nutrient,76,2.6,g/100g,Loquat,Fruits,Tropical fruits,Fat,,0,B
96,1,Nutrient,79,2.19,g/100g,Common buckwheat,Cereals and cereal products,Cereals,Fat,,10,C
97,1,Nutrient,81,1.3,g/100g,Fig,Fruits,Other fruits,Fat,,6,C
101,1,Nutrient,82,2.5,g/100g,Fennel,Herbs and Spices,Herbs,Fat,,4,C
103,1,Nutrient,85,10.55,g/100g,Soy bean,Soy,Soy,Fat,,5,C
107,1,Nutrient,86,37.29,g/100g,Sunflower,Herbs and Spices,Oilseed crops,Fat,,15,D
108,1,Nutrient,87,3.06,g/100g,Sea-buckthornberry,Fruits,Berries,Fat,,0,B
111,1,Nutrient,88,4.15,g/100g,Barley,Cereals and cereal products,Cereals,Fat,,6,C
114,1,Nutrient,91,7.9,g/100g,Swamp cabbage,Vegetables,Leaf vegetables,Fat,,-2,A
115,1,Nutrient,92,3,g/100g,Sweet potato,Vegetables,Tubers,Fat,,0,B
117,1,Nutrient,93,5.2,g/100g,Black walnut,Nuts,Nuts,Fat,,7,C
119,1,Nutrient,94,55.05,g/100g,Common walnut,Nuts,Nuts,Fat,,9,C
120,1,Nutrient,95,2.65,g/100g,Lettuce,Vegetables,Leaf vegetables,Fat,,-1,A
122,1,Nutrient,98,0.94,g/100g,Lentils,Pulses,Lentils,Fat,,3,C
124,1,Nutrient,99,3.652,g/100g,Garden cress,Vegetables,Leaf vegetables,Fat,,-2,A
126,1,Nutrient,100,14.7,g/100g,Lovage,Herbs and Spices,Herbs,Fat,,-5,A
127,1,Nutrient,101,4.7,g/100g,Flaxseed,Herbs and Spices,Oilseed crops,Fat,,10,C
129,1,Nutrient,105,1.8705,g/100g,Apple,Fruits,Pomes,Fat,,11,D
131,1,Nutrient,106,0.8945,g/100g,Mango,Fruits,Tropical fruits,Fat,,1,B
134,1,Nutrient,108,11.5,g/100g,Lemon balm,Herbs and Spices,Herbs,Fat,,-5,A
135,1,Nutrient,112,2.0647,g/100g,Spearmint,Herbs and Spices,Herbs,Fat,,-7,A
136,1,Nutrient,113,5.4,g/100g,Peppermint,Herbs and Spices,Herbs,Fat,,-6,A
137,1,Nutrient,115,2.15,g/100g,Bitter gourd,Gourds,Gourds,Fat,,-4,A
139,1,Nutrient,118,28.4,g/100g,Nutmeg,Herbs and Spices,Spices,Fat,,9,C
141,1,Nutrient,119,3.9716,g/100g,Sweet basil,Herbs and Spices,Herbs,Fat,,-2,A
143,1,Nutrient,120,3.3,g/100g,Evening primrose,Herbs and Spices,Oilseed crops,Fat,,-5,A
145,1,Nutrient,121,35.5,g/100g,Olive,Vegetables,Fruit vegetables,Fat,,16,D
149,1,Nutrient,122,4.2975,g/100g,Sweet marjoram,Herbs and Spices,Herbs,Fat,,4,C
150,1,Nutrient,124,10.697,g/100g,Common oregano,Herbs and Spices,Herbs,Fat,,2,B
151,1,Nutrient,125,1.2,g/100g,Rice,Cereals and cereal products,Cereals,Fat,,5,C
153,1,Nutrient,128,1.75,g/100g,Passion fruit,Fruits,Tropical fruits,Fat,,-5,A
155,1,Nutrient,129,1.35,g/100g,Parsnip,Vegetables,Root vegetables,Fat,,-4,A
157,1,Nutrient,130,46.25,g/100g,Avocado,Vegetables,Fruit vegetables,Fat,,6,C
158,1,Nutrient,131,2.8109,g/100g,Parsley,Herbs and Spices,Herbs,Fat,,-5,A
160,1,Nutrient,132,0.65,g/100g,Scarlet bean,Pulses,Beans,Fat,,-5,A
162,1,Nutrient,133,0.6,g/100g,Lima bean,Pulses,Beans,Fat,,-5,A
166,1,Nutrient,134,2.45,g/100g,Common bean,Pulses,Beans,Fat,,-2,A
170,1,Nutrient,135,1.3,g/100g,Date,Fruits,Other fruits,Fat,,8,C
172,1,Nutrient,137,24,g/100g,Anise,Herbs and Spices,Herbs,Fat,,11,D
173,1,Nutrient,139,5.397,g/100g,Pepper (Spice),Herbs and Spices,Spices,Fat,,-1,A
174,1,Nutrient,140,51.8685,g/100g,Pistachio,Nuts,Nuts,Fat,,8,C
175,1,Nutrient,141,1.0891,g/100g,Common pea,Pulses,Peas,Fat,,-6,A
178,1,Nutrient,142,3.245,g/100g,Purslane,Herbs and Spices,Herbs,Fat,,0,B
180,1,Nutrient,144,2.16,g/100g,Apricot,Fruits,Drupes,Fat,,1,B
182,1,Nutrient,146,2.55,g/100g,Sour cherry,Fruits,Drupes,Fat,,1,B
183,1,Nutrient,147,2.46215,g/100g,European plum,Fruits,Drupes,Fat,,0,B
185,1,Nutrient,148,48.55,g/100g,Almond,Nuts,Nuts,Fat,,8,C
186,1,Nutrient,149,0.943,g/100g,Peach,Fruits,Drupes,Fat,,2,B
188,1,Nutrient,150,2.46,g/100g,Guava,Fruits,Tropical fruits,Fat,,-5,A
191,1,Nutrient,151,1.95,g/100g,Pomegranate,Fruits,Tropical fruits,Fat,,3,C
193,1,Nutrient,152,1.7494,g/100g,Pear,Fruits,Pomes,Fat,,0,B
194,1,Nutrient,153,2.65,g/100g,Radish,Vegetables,Root vegetables,Fat,,-1,A
198,1,Nutrient,154,3.3,g/100g,Garden rhubarb,Vegetables,Stalk vegetables,Fat,,-4,A
200,1,Nutrient,155,1.55635,g/100g,Blackcurrant,Fruits,Berries,Fat,,11,D
202,1,Nutrient,156,0.723,g/100g,Redcurrant,Fruits,Berries,Fat,,9,C
204,1,Nutrient,157,2.68075,g/100g,Gooseberry,Fruits,Berries,Fat,,-3,A
206,1,Nutrient,158,1.05,g/100g,Watercress,Herbs and Spices,Herbs,Fat,,-2,A
207,1,Nutrient,159,16.0719,g/100g,Rosemary,Herbs and Spices,Herbs,Fat,,10,C
209,1,Nutrient,162,1.7,g/100g,Red raspberry,Fruits,Berries,Fat,,2,B
211,1,Nutrient,164,4.7,g/100g,Sorrel,Herbs and Spices,Herbs,Fat,,-4,A
213,1,Nutrient,165,13.8,g/100g,Common sage,Herbs and Spices,Herbs,Fat,,7,C
216,1,Nutrient,166,4.82,g/100g,Black elderberry,Fruits,Berries,Fat,,-1,A
218,1,Nutrient,167,4.075,g/100g,Summer savory,Herbs and Spices,Herbs,Fat,,4,C
220,1,Nutrient,169,2.3,g/100g,Rye,Cereals and cereal products,Cereals,Fat,,6,C
222,1,Nutrient,170,4.8,g/100g,Sesame,Herbs and Spices,Oilseed crops,Fat,,10,C
224,1,Nutrient,173,2.43855,g/100g,Garden tomato (var.),Vegetables,Fruit vegetables,Fat,,-1,A
226,1,Nutrient,174,1.95,g/100g,Eggplant,Vegetables,Fruit vegetables,Fat,,-2,A
229,1,Nutrient,175,0.5,g/100g,Potato,Vegetables,Tubers,Fat,,21,E
230,1,Nutrient,178,2.4871,g/100g,Spinach,Vegetables,Leaf vegetables,Fat,,-3,A
231,1,Nutrient,179,14.5,g/100g,Cloves,Herbs and Spices,Spices,Fat,,15,D
232,1,Nutrient,180,9,g/100g,Tamarind,Fruits,Tropical fruits,Fat,,7,C
236,1,Nutrient,181,2.78,g/100g,Dandelion,Herbs and Spices,Herbs,Fat,,-2,A
238,1,Nutrient,182,7.438,g/100g,Cocoa bean,Cocoa and cocoa products,Cocoa,Fat,,-1,A
241,1,Nutrient,183,7.474,g/100g,Common thyme,Herbs and Spices,Herbs,Fat,,5,C
243,1,Nutrient,184,30.5,g/100g,Linden,Herbs and Spices,Herbs,Fat,,-4,A
245,1,Nutrient,186,6.7385,g/100g,Fenugreek,Herbs and Spices,Herbs,Fat,,7,C
246,1,Nutrient,187,2,g/100g,Common wheat,Cereals and cereal products,Cereals,Fat,,5,C
248,1,Nutrient,191,1.4415,g/100g,Highbush blueberry,Fruits,Berries,Fat,,-1,A
249,1,Nutrient,192,3,g/100g,American cranberry,Fruits,Berries,Fat,,-3,A
251,1,Nutrient,193,31,g/100g,Bilberry,Fruits,Berries,Fat,,-1,A
252,1,Nutrient,197,0.3925,g/100g,Broad bean,Pulses,Beans,Fat,,-6,A
254,1,Nutrient,198,0.57115,g/100g,Adzuki bean,Pulses,Beans,Fat,,-6,A
255,1,Nutrient,199,2.3,g/100g,Gram bean,Pulses,Beans,Fat,,4,C
258,1,Nutrient,200,1.2147,g/100g,Mung bean,Pulses,Beans,Fat,,-2,A
260,1,Nutrient,204,1.9454,g/100g,Common grape,Fruits,Berries,Fat,,6,C
262,1,Nutrient,205,3.25295,g/100g,Corn,Cereals and cereal products,Cereals,Fat,,9,C
264,1,Nutrient,206,4.2,g/100g,Ginger,Herbs and Spices,Spices,Fat,,1,B
265,1,Nutrient,264,3,g/100g,Red beetroot,Vegetables,Root vegetables,Fat,,2,B
268,1,Nutrient,284,7.075,g/100g,Winter squash,Gourds,Gourds,Fat,,0,B
270,1,Nutrient,288,3.85,g/100g,Allspice,Herbs and Spices,Spices,Fat,,13,D
271,1,Nutrient,289,2.7705,g/100g,Amaranth,Herbs and Spices,Herbs,Fat,,-6,A
272,1,Nutrient,291,0.35,g/100g,Arrowroot,Vegetables,Tubers,Fat,,-1,A
273,1,Nutrient,312,1.77,g/100g,Breadfruit,Fruits,Tropical fruits,Fat,,0,B
275,1,Nutrient,313,1.8125,g/100g,Breadnut tree seed,Herbs and Spices,Other seeds,Fat,,1,B
276,1,Nutrient,318,0.3835,g/100g,Giant butterbur,Vegetables,Other vegetables,Fat,,0,B
277,1,Nutrient,320,57.9722,g/100g,Butternut,Nuts,Nuts,Fat,,9,C
278,1,Nutrient,322,0.23425,g/100g,Calabash,Gourds,Gourds,Fat,,0,B
280,1,Nutrient,326,0.9,g/100g,Carob,Vegetables,Other vegetables,Fat,,5,C
282,1,Nutrient,328,1.1,g/100g,Cassava,Vegetables,Tubers,Fat,,7,C
283,1,Nutrient,330,2.193,g/100g,Chayote,Gourds,Gourds,Fat,,-1,A
286,1,Nutrient,331,0.8,g/100g,Cherimoya,Fruits,Tropical fruits,Fat,,-1,A
288,1,Nutrient,332,4.052,g/100g,Chervil,Herbs and Spices,Spices,Fat,,-3,A
290,1,Nutrient,337,0.9,g/100g,Chinese water chestnut,Vegetables,Other vegetables,Fat,,2,B
291,1,Nutrient,338,1.2275,g/100g,Garland chrysanthemum,Vegetables,Leaf vegetables,Fat,,-4,A
293,1,Nutrient,341,38.87,g/100g,Coconut,Fruits,Tropical fruits,Fat,,10,C
294,1,Nutrient,345,2.97775,g/100g,Corn salad,Vegetables,Leaf vegetables,Fat,,-1,A
295,1,Nutrient,346,18.35,g/100g,Cottonseed,Herbs and Spices,Oilseed crops,Fat,,20,E
296,1,Nutrient,360,4.09,g/100g,Durian,Fruits,Tropical fruits,Fat,,7,C
297,1,Nutrient,368,8.1,g/100g,European chestnut,Nuts,Nuts,Fat,,6,C
300,1,Nutrient,372,2.701,g/100g,Ginkgo nuts,Herbs and Spices,Other seeds,Fat,,2,B
301,1,Nutrient,384,0.9475,g/100g,Horseradish tree,Vegetables,Other vegetables,Fat,,-5,A
305,1,Nutrient,386,0.3341,g/100g,Hyacinth bean,Pulses,Beans,Fat,,-3,A
307,1,Nutrient,387,1.2,g/100g,Irish moss,Aquatic foods,Seaweed,Fat,,1,B
308,1,Nutrient,389,0.61,g/100g,Jackfruit,Fruits,Tropical fruits,Fat,,3,C
310,1,Nutrient,391,0.97,g/100g,Java plum,Fruits,Tropical fruits,Fat,,0,B
311,1,Nutrient,392,0.4775,g/100g,Jerusalem artichoke,Vegetables,Tubers,Fat,,-2,A
312,1,Nutrient,394,1.1425,g/100g,Jute,Vegetables,Leaf vegetables,Fat,,-4,A
314,1,Nutrient,399,2.948,g/100g,Lambsquarters,Vegetables,Leaf vegetables,Fat,,-6,A
316,1,Nutrient,401,1.75,g/100g,Wild leek,Vegetables,Onion-family vegetables,Fat,,1,B
319,1,Nutrient,407,2.53335,g/100g,Sacred lotus,Vegetables,Other vegetables,Fat,,-4,A
322,1,Nutrient,408,10.3015,g/100g,White lupine,Pulses,Other pulses,Fat,,14,D
323,1,Nutrient,409,2.32375,g/100g,Malabar spinach,Vegetables,Leaf vegetables,Fat,,-3,A
324,1,Nutrient,410,3.46375,g/100g,Mammee apple,Fruits,Tropical fruits,Fat,,-1,A
325,1,Nutrient,411,3,g/100g,Purple mangosteen,Fruits,Tropical fruits,Fat,,2,B
326,1,Nutrient,416,2.9,g/100g,Moth bean,Pulses,Beans,Fat,,-5,A
330,1,Nutrient,417,0.3195,g/100g,Mountain yam,Vegetables,Tubers,Fat,,0,B
331,1,Nutrient,420,29.78175,g/100g,White mustard,Herbs and Spices,Spices,Fat,,9,C
332,1,Nutrient,422,1.76675,g/100g,New Zealand spinach,Vegetables,Leaf vegetables,Fat,,0,B
335,1,Nutrient,436,0.866,g/100g,Pepper (C. frutescens),Vegetables,Fruit vegetables,Fat,,-5,A
337,1,Nutrient,437,0.7615,g/100g,Common persimmon,Fruits,Tropical fruits,Fat,,0,B
339,1,Nutrient,441,62.85175,g/100g,Colorado pinyon,Nuts,Nuts,Fat,,8,C
340,1,Nutrient,442,3.06375,g/100g,Pitanga,Fruits,Tropical fruits,Fat,,0,B
349,1,Nutrient,445,2.6,g/100g,American pokeweed,Vegetables,Shoot vegetables,Fat,,-2,A
350,1,Nutrient,447,47.5,g/100g,Opium poppy,Herbs and Spices,Spices,Fat,,7,C
351,1,Nutrient,448,3.68,g/100g,Prairie turnip,Vegetables,Root vegetables,Fat,,1,B
352,1,Nutrient,455,1.0675,g/100g,Malabar plum,Fruits,Tropical fruits,Fat,,1,B
353,1,Nutrient,457,5.55,g/100g,Roselle,Herbs and Spices,Herbs,Fat,,0,B
356,1,Nutrient,467,2.0575,g/100g,Common salsify,Vegetables,Root vegetables,Fat,,-1,A
357,1,Nutrient,468,2.55,g/100g,Sapodilla,Fruits,Tropical fruits,Fat,,0,B
358,1,Nutrient,488,1.3,g/100g,Soursop,Fruits,Tropical fruits,Fat,,0,B
361,1,Nutrient,493,1.8,g/100g,Strawberry guava,Fruits,Berries,Fat,,-3,A
362,1,Nutrient,496,1.15,g/100g,Sugar apple,Fruits,Tropical fruits,Fat,,0,B
364,1,Nutrient,499,5.65,g/100g,Taro,Vegetables,Root vegetables,Fat,,6,C
366,1,Nutrient,502,4.65,g/100g,Mexican groundcherry,Vegetables,Fruit vegetables,Fat,,0,B
367,1,Nutrient,503,2.1,g/100g,Towel gourd,Gourds,Gourds,Fat,,-1,A
370,1,Nutrient,510,2.614,g/100g,Wax gourd,Gourds,Gourds,Fat,,-2,A
371,1,Nutrient,518,2.926,g/100g,Winged bean,Pulses,Beans,Fat,,-4,A
374,1,Nutrient,519,0.6,g/100g,Yam,Vegetables,Tubers,Fat,,1,B
375,1,Nutrient,520,20,g/100g,Jicama,Vegetables,Root vegetables,Fat,,-5,A
377,1,Nutrient,521,5.985,g/100g,Yautia,Vegetables,Leaf vegetables,Fat,,4,C
381,1,Nutrient,536,74.45,g/100g,Macadamia nut,Nuts,Nuts,Fat,,10,C
382,1,Nutrient,553,1.8461,g/100g,Yardlong bean,Pulses,Peas,Fat,,-6,A
384,1,Nutrient,558,0.725,g/100g,Feijoa,Fruits,Tropical fruits,Fat,,-4,A
386,1,Nutrient,802,64,g/100g,Ucuhuba,Herbs and Spices,Oilseed crops,Fat,,0,B
387,1,Nutrient,813,4.429,g/100g,Nance,Fruits,Tropical fruits,Fat,,0,B
388,1,Nutrient,880,0.7,g/100g,Soft-necked garlic,Herbs and Spices,Herbs,Fat,,-5,A
393,1,Nutrient,881,1.73245,g/100g,Cabbage,Vegetables,Cabbages,Fat,,-3,A
395,2,Nutrient,2,2,g/100g,Savoy cabbage,Vegetables,Cabbages,Proteins,-1,-4,A
397,2,Nutrient,4,1,g/100g,Kiwi,Fruits,Tropical fruits,Proteins,0,-1,A
402,2,Nutrient,5,1.6,g/100g,Allium,Vegetables,Onion-family vegetables,Proteins,0,0,B
429,2,Nutrient,6,8.647,g/100g,Garden onion,Vegetables,Onion-family vegetables,Proteins,-5,-4,A
431,2,Nutrient,7,1.9,g/100g,Leek,Vegetables,Onion-family vegetables,Proteins,-1,-3,A
433,2,Nutrient,8,16.8,g/100g,Garlic,Herbs and Spices,Herbs,Proteins,-5,4,C
439,2,Nutrient,9,2.4,g/100g,Chives,Herbs and Spices,Herbs,Proteins,-1,-3,A
444,2,Nutrient,11,15.3,g/100g,Cashew nut,Nuts,Nuts,Proteins,-5,14,D
458,2,Nutrient,12,0.4,g/100g,Pineapple,Fruits,Tropical fruits,Proteins,0,2,B
479,2,Nutrient,13,20,g/100g,Dill,Herbs and Spices,Herbs,Proteins,-5,7,C
488,2,Nutrient,14,1.7,g/100g,Custard apple,Fruits,Tropical fruits,Proteins,-1,3,C
490,2,Nutrient,15,0.7,g/100g,Wild celery,Herbs and Spices,Spices,Proteins,0,-1,A
504,2,Nutrient,16,25.8,g/100g,Peanut,Nuts,Nuts,Proteins,-5,7,C
545,2,Nutrient,17,1.53,g/100g,Burdock,Vegetables,Root vegetables,Proteins,0,0,B
550,2,Nutrient,18,7.7,g/100g,Horseradish,Herbs and Spices,Spices,Proteins,-4,-7,A
555,2,Nutrient,19,22.77,g/100g,Tarragon,Herbs and Spices,Herbs,Proteins,-5,9,C
559,2,Nutrient,20,23.0725,g/100g,Mugwort,Herbs and Spices,Herbs,Proteins,-5,-5,A
561,2,Nutrient,21,1.9,g/100g,Asparagus,Vegetables,Shoot vegetables,Proteins,-1,-2,A
580,2,Nutrient,22,13.9,g/100g,Oat,Cereals and cereal products,Cereals,Proteins,-5,10,C
595,2,Nutrient,23,1,g/100g,Star fruit,Fruits,Tropical fruits,Proteins,0,-2,A
599,2,Nutrient,24,15,g/100g,Brazil nut,Nuts,Nuts,Proteins,-5,8,C
603,2,Nutrient,25,1.61,g/100g,Common beet,Vegetables,Leaf vegetables,Proteins,-1,-2,A
614,2,Nutrient,26,1.8,g/100g,Borage,Herbs and Spices,Oilseed crops,Proteins,-1,-1,A
619,2,Nutrient,27,2.7,g/100g,Chinese mustard,Vegetables,Cabbages,Proteins,-1,-4,A
627,2,Nutrient,28,1,g/100g,Swede,Vegetables,Root vegetables,Proteins,0,-3,A
636,2,Nutrient,30,1,g/100g,Common cabbage,Vegetables,Cabbages,Proteins,0,4,C
661,2,Nutrient,31,2.4,g/100g,Cauliflower,Vegetables,Cabbages,Proteins,-1,-3,A
678,2,Nutrient,32,3.3,g/100g,Brussel sprouts,Vegetables,Cabbages,Proteins,-2,-6,A
693,2,Nutrient,33,1.7,g/100g,Kohlrabi,Vegetables,Root vegetables,Proteins,-1,-4,A
699,2,Nutrient,34,2.4,g/100g,Broccoli,Vegetables,Cabbages,Proteins,-1,-4,A
718,2,Nutrient,35,1.3,g/100g,Chinese cabbage,Vegetables,Cabbages,Proteins,0,-1,A
721,2,Nutrient,36,0.6,g/100g,Turnip,Herbs and Spices,Herbs,Proteins,0,-2,A
740,2,Nutrient,37,7.2,g/100g,Pigeon pea,Pulses,Peas,Proteins,-4,-3,A
750,2,Nutrient,38,19.6,g/100g,Tea,Teas,Teas,Proteins,-5,-7,A
775,2,Nutrient,39,2.36,g/100g,Capers,Herbs and Spices,Spices,Proteins,-1,6,C
778,2,Nutrient,40,0.9,g/100g,Pepper,Vegetables,Fruit vegetables,Proteins,0,9,C
827,2,Nutrient,41,0.7,g/100g,Papaya,Fruits,Tropical fruits,Proteins,0,-1,A
841,2,Nutrient,42,16.18,g/100g,Safflower,Herbs and Spices,Oilseed crops,Proteins,-5,-5,A
846,2,Nutrient,43,19.77,g/100g,Caraway,Herbs and Spices,Spices,Proteins,-5,6,C
848,2,Nutrient,44,9.2,g/100g,Pecan nut,Nuts,Nuts,Proteins,-5,8,C
859,2,Nutrient,45,2,g/100g,Chestnut,Nuts,Nuts,Proteins,-1,4,C
861,2,Nutrient,46,11.5,g/100g,Roman camomile,Herbs and Spices,Herbs,Proteins,-5,-3,A
862,2,Nutrient,47,20.4,g/100g,Chickpea,Pulses,Peas,Proteins,-5,8,C
872,2,Nutrient,48,1.3,g/100g,Endive,Vegetables,Leaf vegetables,Proteins,0,-3,A
878,2,Nutrient,49,1.4,g/100g,Chicory,Vegetables,Root vegetables,Proteins,0,0,B
888,2,Nutrient,50,3.99,g/100g,Chinese cinnamon,Herbs and Spices,Spices,Proteins,-2,3,C
890,2,Nutrient,51,3.9,g/100g,Ceylon cinnamon,Herbs and Spices,Spices,Proteins,-2,-2,A
891,2,Nutrient,52,0.8,g/100g,Watermelon,Gourds,Gourds,Proteins,0,1,B
897,2,Nutrient,53,0.7,g/100g,Lime,Fruits,Citrus,Proteins,0,-1,A
900,2,Nutrient,54,0.4,g/100g,Lemon,Fruits,Citrus,Proteins,0,-5,A
912,2,Nutrient,55,0.76,g/100g,Pummelo,Fruits,Citrus,Proteins,0,0,B
913,2,Nutrient,56,0.5,g/100g,"Mandarin orange (Clementine, Tangerine)",Fruits,Citrus,Proteins,0,2,B
927,2,Nutrient,57,0.5,g/100g,Sweet orange,Fruits,Citrus,Proteins,0,12,D
948,2,Nutrient,58,14.6,g/100g,Coffee,Coffee and coffee products,Coffee,Proteins,-5,8,C
973,2,Nutrient,59,9.9,g/100g,Arabica coffee,Coffee and coffee products,Coffee,Proteins,-5,14,D
975,2,Nutrient,61,12.4,g/100g,Coriander,Herbs and Spices,Herbs,Proteins,-5,4,C
986,2,Nutrient,62,16.55,g/100g,Common hazelnut,Nuts,Nuts,Proteins,-5,-5,A
987,2,Nutrient,63,11.43,g/100g,Saffron,Herbs and Spices,Spices,Proteins,-5,10,C
989,2,Nutrient,64,0.8,g/100g,Muskmelon,Gourds,Gourds,Proteins,0,1,B
1002,2,Nutrient,65,0.5,g/100g,Cucumber,Gourds,Gourds,Proteins,0,6,C
1023,2,Nutrient,66,0.4,g/100g,Cucurbita,Gourds,Gourds,Proteins,0,6,C
1076,2,Nutrient,67,17.81,g/100g,Cumin,Herbs and Spices,Spices,Proteins,-5,12,D
1078,2,Nutrient,68,7.83,g/100g,Turmeric,Herbs and Spices,Spices,Proteins,-4,13,D
1081,2,Nutrient,69,0.4,g/100g,Quince,Fruits,Pomes,Proteins,0,1,B
1085,2,Nutrient,70,1.82,g/100g,Lemon grass,Herbs and Spices,Herbs,Proteins,-1,-1,A
1087,2,Nutrient,71,3.3,g/100g,Globe artichoke,Vegetables,Shoot vegetables,Proteins,-2,-7,A
1095,2,Nutrient,245,1,g/100g,Carrot,Vegetables,Root vegetables,Proteins,0,1,B
1120,2,Nutrient,72,8.9,g/100g,Wild carrot,Vegetables,Root vegetables,Proteins,-5,0,B
1121,2,Nutrient,73,0.58,g/100g,Japanese persimmon,Fruits,Tropical fruits,Proteins,0,0,B
