content_id,source_id,source_type,food_id,orig_content,orig_unit,food_name,food_group,food_subgroup,source_name,score,nutri_score,nutri_score_category
66363,21,Nutrient,669,0.167,g/100g,Cream,Milk and milk products,Other milk products,18:3 undifferentiated,,10,C
66378,21,Nutrient,671,0.154,g/100g,Sausage,Dishes,Ground meat,18:3 undifferentiated,,9,C
66508,21,Nutrient,673,0.1,g/100g,Mustard,Baking goods,Condiments,18:3 undifferentiated,,11,D
66509,21,Nutrient,674,0.01,g/100g,Pate,Dishes,Ground meat,18:3 undifferentiated,,18,D
66522,21,Nutrient,679,0.003,g/100g,Whey,Milk and milk products,Other milk products,18:3 undifferentiated,,0,B
66526,21,Nutrient,681,0.001,g/100g,Fruit preserve,Fruits,Fruit products,18:3 undifferentiated,,12,D
66531,21,Nutrient,682,0.029,g/100g,Leavening agent,Baking goods,Baking goods,18:3 undifferentiated,,14,D
66536,21,Nutrient,683,0.001,g/100g,Marshmallow,Confectioneries,Candies,18:3 undifferentiated,,11,D
66546,21,Nutrient,686,0.006,g/100g,Other fish product,Aquatic foods,Fish products,18:3 undifferentiated,,21,E
66551,21,Nutrient,687,0.052,g/100g,Milk (Human),Milk and milk products,Unfermented milks,18:3 undifferentiated,,-1,A
66552,21,Nutrient,689,0.059,g/100g,Other beverage,Beverages,Other beverages,18:3 undifferentiated,,4,C
66580,21,Nutrient,690,0.04,g/100g,Baby food,Baby foods,Baby foods,18:3 undifferentiated,,23,E
66881,21,Nutrient,692,0.04,g/100g,Soup,Dishes,Other dishes,18:3 undifferentiated,,10,C
67062,21,Nutrient,693,0.023,g/100g,Other vegetable product,Vegetables,Vegetable products,18:3 undifferentiated,,0,B
67077,21,Nutrient,694,0.944,g/100g,Unclassified food or beverage,Unclassified,Unclassified,18:3 undifferentiated,,10,C
67082,21,Nutrient,695,0.002,g/100g,Syrup,Baking goods,Baking goods,18:3 undifferentiated,,12,D
67099,21,Nutrient,696,0.6,g/100g,Tallow,Fats and oils,Animal fats,18:3 undifferentiated,,-3,A
67102,21,Nutrient,700,0.429,g/100g,Curry powder,Herbs and Spices,Herb and spice mixtures,18:3 undifferentiated,,4,C
67104,21,Nutrient,701,0.002,g/100g,Other candy,Confectioneries,Candies,18:3 undifferentiated,,14,D
67157,21,Nutrient,703,1,g/100g,Lard,Fats and oils,Animal fats,18:3 undifferentiated,,0,B
67158,21,Nutrient,704,1,g/100g,Other animal fat,Fats and oils,Animal fats,18:3 undifferentiated,,-3,A
67163,21,Nutrient,706,0.1,g/100g,Cocoa butter,Cocoa and cocoa products,Cocoa products,18:3 undifferentiated,,0,B
67164,21,Nutrient,707,0.003,g/100g,Cocoa powder,Cocoa and cocoa products,Cocoa products,18:3 undifferentiated,,9,C
67174,21,Nutrient,709,0.6,g/100g,Chocolate,Cocoa and cocoa products,Cocoa products,18:3 undifferentiated,,23,E
67180,21,Nutrient,710,0.046,g/100g,Hot chocolate,Cocoa and cocoa products,Cocoa products,18:3 undifferentiated,,0,B
67188,21,Nutrient,711,0.204,g/100g,Dried milk,Milk and milk products,Other milk products,18:3 undifferentiated,,-1,A
67195,21,Nutrient,712,0.04,g/100g,Milk (Other mammals),Milk and milk products,Unfermented milks,18:3 undifferentiated,,-2,A
67198,21,Nutrient,714,0.013,g/100g,Buttermilk,Milk and milk products,Fermented milks,18:3 undifferentiated,,-2,A
67202,21,Nutrient,716,0.002,g/100g,Soy sauce,Soy,Soy products,18:3 undifferentiated,,8,C
67206,21,Nutrient,717,0.45,g/100g,Miso,Soy,Soy products,18:3 undifferentiated,,8,C
67207,21,Nutrient,718,0.181,g/100g,Tofu,Soy,Soy products,18:3 undifferentiated,,-1,A
67218,21,Nutrient,721,0.065,g/100g,Zwieback,Cereals and cereal products,Leavened breads,18:3 undifferentiated,,19,E
67219,21,Nutrient,722,0.017,g/100g,Roe,Aquatic foods,Roe,18:3 undifferentiated,,5,C
67222,21,Nutrient,723,0.033,g/100g,Cichlidae (Tilapia),Aquatic foods,Fishes,18:3 undifferentiated,,-5,A
67224,21,Nutrient,724,0.096,g/100g,Icing,Confectioneries,Other confectioneries,18:3 undifferentiated,,26,E
67233,21,Nutrient,725,0.009,g/100g,Snack bar,Snack foods,Snack foods,18:3 undifferentiated,,24,E
67280,21,Nutrient,726,0.017,g/100g,Green turtle,Aquatic foods,Other aquatic foods,18:3 undifferentiated,,-5,A
67291,21,Nutrient,728,0.112,g/100g,Burrito,Dishes,Tex-Mex cuisine,18:3 undifferentiated,,11,D
67306,21,Nutrient,729,0.123,g/100g,Hamburger,Dishes,Sandwiches,18:3 undifferentiated,,19,E
67332,21,Nutrient,730,0.147,g/100g,Baked beans,Dishes,Other dishes,18:3 undifferentiated,,5,C
67339,21,Nutrient,731,0.153,g/100g,Chili,Dishes,Tex-Mex cuisine,18:3 undifferentiated,,5,C
67345,21,Nutrient,732,0.168,g/100g,Taco,Dishes,Tex-Mex cuisine,18:3 undifferentiated,,10,C
67355,21,Nutrient,733,0.034,g/100g,Tortilla,Cereals and cereal products,Flat breads,18:3 undifferentiated,,4,C
67363,21,Nutrient,734,0.173,g/100g,Nachos,Dishes,Tex-Mex cuisine,18:3 undifferentiated,,18,D
67368,21,Nutrient,735,0.257,g/100g,Processed cheese,Milk and milk products,Fermented milk products,18:3 undifferentiated,,20,E
67384,21,Nutrient,736,0.175,g/100g,Salad,Dishes,Other dishes,18:3 undifferentiated,,3,C
67394,21,Nutrient,737,0.01,g/100g,Cream substitute,Baking goods,Substitutes,18:3 undifferentiated,,12,D
67403,21,Nutrient,738,0.052,g/100g,Dulce de leche,Confectioneries,Spreads,18:3 undifferentiated,,-3,A
67405,21,Nutrient,739,0.034,g/100g,Topping,Baking goods,Baking goods,18:3 undifferentiated,,22,E
67415,21,Nutrient,740,0.054,g/100g,Sweet custard,Confectioneries,Milk desserts,18:3 undifferentiated,,-2,A
67422,21,Nutrient,742,0.208,g/100g,Egg roll,Dishes,Asian cuisine,18:3 undifferentiated,,13,D
67426,21,Nutrient,743,0.019,g/100g,Heart of palm,Vegetables,Other vegetables,18:3 undifferentiated,,1,B
67428,21,Nutrient,744,0.06,g/100g,Popcorn,Snack foods,Snack foods,18:3 undifferentiated,,8,C
67444,21,Nutrient,745,0.09,g/100g,Potato chip,Snack foods,Snack foods,18:3 undifferentiated,,26,E
67461,21,Nutrient,746,0.267,g/100g,Tortilla chip,Snack foods,Snack foods,18:3 undifferentiated,,21,E
67473,21,Nutrient,747,0.221,g/100g,Corn chip,Snack foods,Snack foods,18:3 undifferentiated,,24,E
67482,21,Nutrient,748,0.018,g/100g,Hibiscus tea,Teas,Herbal teas,18:3 undifferentiated,,1,B
67483,21,Nutrient,749,0.034,g/100g,Stew,Dishes,Other dishes,18:3 undifferentiated,,9,C
67498,21,Nutrient,751,0.025,g/100g,Junket,Confectioneries,Milk desserts,18:3 undifferentiated,,3,C
67504,21,Nutrient,752,0.111,g/100g,Falafel,Dishes,Other dishes,18:3 undifferentiated,,-2,A
67505,21,Nutrient,753,0.004,g/100g,Frybread,Dishes,Other dishes,18:3 undifferentiated,,22,E
67507,21,Nutrient,754,0.147,g/100g,Other frozen dessert,Confectioneries,Frozen desserts,18:3 undifferentiated,,5,C
67524,21,Nutrient,755,0.129,g/100g,Lasagna,Dishes,Pasta dishes,18:3 undifferentiated,,6,C
67529,21,Nutrient,757,0.862,g/100g,Pancake,Dishes,Other dishes,18:3 undifferentiated,,20,E
67545,21,Nutrient,758,0.015,g/100g,Pectin,Baking goods,Baking goods,18:3 undifferentiated,,11,D
67547,21,Nutrient,759,0.03,g/100g,Pudding,Confectioneries,Desserts,18:3 undifferentiated,,8,C
67593,21,Nutrient,760,0.354,g/100g,Waffle,Dishes,Other dishes,18:3 undifferentiated,,22,E
67601,21,Nutrient,761,0.075,g/100g,Soy milk,Soy,Soy products,18:3 undifferentiated,,1,B
67609,21,Nutrient,762,0.09,g/100g,Meatloaf,Dishes,Ground meat,18:3 undifferentiated,,16,D
67626,21,Nutrient,764,0.006,g/100g,Cocktail,Beverages,Alcoholic beverages,18:3 undifferentiated,,4,C
67628,21,Nutrient,765,0.012,g/100g,Couscous,Dishes,Berber cuisine,18:3 undifferentiated,,4,C
67630,21,Nutrient,766,0.023,g/100g,Bulgur,Cereals and cereal products,Cereal products,18:3 undifferentiated,,5,C
67632,21,Nutrient,767,0.005,g/100g,Coffee substitute,Baking goods,Substitutes,18:3 undifferentiated,,12,D
67637,21,Nutrient,768,0.011,g/100g,Coffee mocha,Coffee and coffee products,Coffee products,18:3 undifferentiated,,18,D
67639,21,Nutrient,769,0.049,g/100g,Chimichanga,Dishes,Mexican cuisine,18:3 undifferentiated,,0,B
67641,21,Nutrient,770,0.037,g/100g,Semolina,Cereals and cereal products,Cereal products,18:3 undifferentiated,,8,C
67643,21,Nutrient,771,0.001,g/100g,Tapioca pearl,Baking goods,Baking goods,18:3 undifferentiated,,14,D
67644,21,Nutrient,772,0.041,g/100g,Tostada,Dishes,Mexican cuisine,18:3 undifferentiated,,0,B
67648,21,Nutrient,773,0.459,g/100g,Quesadilla,Dishes,Mexican cuisine,18:3 undifferentiated,,19,E
67649,21,Nutrient,775,0.432,g/100g,Hot dog,Dishes,Sandwiches,18:3 undifferentiated,,2,B
67652,21,Nutrient,776,1.9,g/100g,Spread,Baking goods,Baking goods,18:3 undifferentiated,,28,E
67661,21,Nutrient,777,0.051,g/100g,Enchilada,Dishes,Mexican cuisine,18:3 undifferentiated,,2,B
67664,21,Nutrient,778,0.086,g/100g,Egg substitute,Baking goods,Substitutes,18:3 undifferentiated,,3,C
67666,21,Nutrient,779,0.061,g/100g,Nutritional drink,Beverages,Nutritional beverages,18:3 undifferentiated,,10,C
67678,21,Nutrient,780,0.527,g/100g,Other sandwich,Dishes,Sandwiches,18:3 undifferentiated,,16,D
67696,21,Nutrient,781,0.004,g/100g,Ketchup,Baking goods,Condiments,18:3 undifferentiated,,12,D
67698,21,Nutrient,782,0.023,g/100g,Breakfast sandwich,Dishes,Sandwiches,18:3 undifferentiated,,19,E
67719,21,Nutrient,783,0.341,g/100g,Adobo,Baking goods,Seasonings,18:3 undifferentiated,,24,E
67720,21,Nutrient,784,0.143,g/100g,Macaroni and cheese,Dishes,Pasta dishes,18:3 undifferentiated,,9,C
67731,21,Nutrient,785,1.447,g/100g,Butterfat,Milk and milk products,Other milk products,18:3 undifferentiated,,0,B
67732,21,Nutrient,787,0.811,g/100g,Hushpuppy,Dishes,American cuisine,18:3 undifferentiated,,24,E
67734,21,Nutrient,788,0.005,g/100g,Fruit juice,Beverages,Other beverages,18:3 undifferentiated,,11,D
67757,21,Nutrient,789,0.054,g/100g,Relish,Baking goods,Condiments,18:3 undifferentiated,,10,C
67761,21,Nutrient,790,0.008,g/100g,Other fruit product,Fruits,Fruit products,18:3 undifferentiated,,12,D
67763,21,Nutrient,791,0.002,g/100g,Fruit salad,Fruits,Fruit products,18:3 undifferentiated,,0,B
67779,21,Nutrient,792,0.116,g/100g,Soy yogurt,Soy,Soy products,18:3 undifferentiated,,2,B
67780,21,Nutrient,793,0.057,g/100g,Vegetarian food,Dishes,Other dishes,18:3 undifferentiated,,5,C
67795,21,Nutrient,795,0.131,g/100g,Cold cut,Dishes,Ground meat,18:3 undifferentiated,,15,D
67811,21,Nutrient,796,0.19,g/100g,Mixed nuts,Nuts,Nuts,18:3 undifferentiated,,10,C
67820,21,Nutrient,797,9.137,g/100g,Canola,Herbs and spices,Oilseed crops,18:3 undifferentiated,,0,B
67828,21,Nutrient,800,0.3,g/100g,Shea tree,Herbs and Spices,Oilseed crops,18:3 undifferentiated,,0,B
67829,21,Nutrient,801,0.7,g/100g,Oil-seed Camellia,Herbs and Spices,Oilseed crops,18:3 undifferentiated,,0,B
67831,21,Nutrient,803,0.047,g/100g,Phyllo dough,Baking goods,Baking goods,18:3 undifferentiated,,18,D
67832,21,Nutrient,804,0.162,g/100g,Cooking oil,Baking goods,Baking goods,18:3 undifferentiated,,0,B
67838,21,Nutrient,805,0.3,g/100g,Pie crust,Baking goods,Wrappers,18:3 undifferentiated,,29,E
67856,21,Nutrient,806,0.01,g/100g,Pie filling,Baking goods,Baking goods,18:3 undifferentiated,,5,C
67859,21,Nutrient,807,0.123,g/100g,Pie,Confectioneries,Desserts,18:3 undifferentiated,,19,E
67887,21,Nutrient,808,1.6,g/100g,Shortening,Fats and oils,Vegetable fats,18:3 undifferentiated,,0,B
67906,21,Nutrient,810,0.249,g/100g,Ice cream cone,Baking goods,Wrappers,18:3 undifferentiated,,18,D
67910,21,Nutrient,812,0.716,g/100g,Cracker,Snack foods,Snack foods,18:3 undifferentiated,,22,E
67950,21,Nutrient,815,0.734,g/100g,Natto,Soy,Soy products,18:3 undifferentiated,,3,C
67951,21,Nutrient,816,0.026,g/100g,Ravioli,Dishes,Pasta dishes,18:3 undifferentiated,,4,C
67954,21,Nutrient,817,0.259,g/100g,Scrapple,Dishes,American cuisine,18:3 undifferentiated,,17,D
67955,21,Nutrient,818,0.028,g/100g,Other pasta dish,Dishes,Pasta dishes,18:3 undifferentiated,,2,B
67961,21,Nutrient,819,0.076,g/100g,Succotash,Dishes,American cuisine,18:3 undifferentiated,,-2,A
67969,21,Nutrient,820,0.029,g/100g,Tamale,Dishes,Latin American cuisine,18:3 undifferentiated,,8,C
67973,21,Nutrient,822,0.015,g/100g,Rice cake,Dishes,Asian cuisine,18:3 undifferentiated,,10,C
67974,21,Nutrient,823,0.018,g/100g,Tree fern,Vegetables,Other vegetables,18:3 undifferentiated,,-2,A
67975,21,Nutrient,824,0.078,g/100g,Evaporated milk,Milk and milk products,Other milk products,18:3 undifferentiated,,-3,A
67979,21,Nutrient,825,0.05,g/100g,Flour,Cereals and cereal products,Cereal products,18:3 undifferentiated,,24,E
67981,21,Nutrient,826,0.53,g/100g,Akutaq,Confectioneries,Desserts,18:3 undifferentiated,,14,D
67984,21,Nutrient,829,0.024,g/100g,Pita bread,Cereals and cereal products,Flat breads,18:3 undifferentiated,,12,D
67987,21,Nutrient,830,0.072,g/100g,Focaccia,Cereals and cereal products,Flat breads,18:3 undifferentiated,,17,D
67988,21,Nutrient,831,0.064,g/100g,Bagel,Cereals and cereal products,Leavened breads,18:3 undifferentiated,,12,D
67998,21,Nutrient,832,0.186,g/100g,Other bread product,Cereals and cereal products,Bread products,18:3 undifferentiated,,10,C
68006,21,Nutrient,834,0.045,g/100g,Piki bread,Cereals and cereal products,Flat breads,18:3 undifferentiated,,11,D
68008,21,Nutrient,835,0.076,g/100g,French toast,Cereals and cereal products,Leavened breads,18:3 undifferentiated,,14,D
68012,21,Nutrient,836,0.033,g/100g,Wheat bread,Cereals and cereal products,Leavened breads,18:3 undifferentiated,,11,D
68035,21,Nutrient,837,0.092,g/100g,Rye bread,Cereals and cereal products,Leavened breads,18:3 undifferentiated,,6,C
68042,21,Nutrient,838,0.103,g/100g,Oat bread,Cereals and cereal products,Leavened breads,18:3 undifferentiated,,8,C
68051,21,Nutrient,840,0.083,g/100g,Cornbread,Cereals and cereal products,Flat breads,18:3 undifferentiated,,25,E
68055,21,Nutrient,841,0.028,g/100g,Corn grits,Cereals and cereal products,Cereal products,18:3 undifferentiated,,7,C
68071,21,Nutrient,842,0.205,g/100g,Multigrain bread,Cereals and cereal products,Leavened breads,18:3 undifferentiated,,8,C
68073,21,Nutrient,843,0.106,g/100g,Rice bread,Cereals and cereal products,Leavened breads,18:3 undifferentiated,,8,C
68075,21,Nutrient,844,0.066,g/100g,Pan dulce,Cereals and cereal products,Leavened breads,18:3 undifferentiated,,19,E
68076,21,Nutrient,845,0.038,g/100g,Raisin bread,Cereals and cereal products,Sweet breads,18:3 undifferentiated,,12,D
68079,21,Nutrient,846,0.035,g/100g,Wonton wrapper,Baking goods,Wrappers,18:3 undifferentiated,,14,D
68080,21,Nutrient,848,0.07,g/100g,Trail mix,Snack foods,Snack foods,18:3 undifferentiated,,-3,A
68087,21,Nutrient,850,0.026,g/100g,Fruit-flavor drink,Beverages,Other beverages,18:3 undifferentiated,,13,D
68117,21,Nutrient,851,0.001,g/100g,Vegetable juice,Beverages,Other beverages,18:3 undifferentiated,,0,B
68119,21,Nutrient,852,0.058,g/100g,Horchata,Beverages,Other beverages,18:3 undifferentiated,,14,D
68140,21,Nutrient,854,0.08,g/100g,Frozen yogurt,Confectioneries,Frozen desserts,18:3 undifferentiated,,6,C
68145,21,Nutrient,855,0.039,g/100g,Milkshake,Confectioneries,Frozen desserts,18:3 undifferentiated,,7,C
68153,21,Nutrient,856,0.176,g/100g,Chocolate mousse,Confectioneries,Desserts,18:3 undifferentiated,,13,D
68154,21,Nutrient,857,1.282,g/100g,Dripping,Fats and oils,Animal fats,18:3 undifferentiated,,6,C
68155,21,Nutrient,858,0.331,g/100g,Pupusa,Dishes,Latin American cuisine,18:3 undifferentiated,,11,D
68158,21,Nutrient,859,0.304,g/100g,Empanada,Dishes,Latin American cuisine,18:3 undifferentiated,,17,D
68159,21,Nutrient,860,0.066,g/100g,Arepa,Dishes,Latin American cuisine,18:3 undifferentiated,,11,D
68161,21,Nutrient,863,0.009,g/100g,Yellow pond-lily,Herbs and Spices,Herbs,18:3 undifferentiated,,6,C
68163,21,Nutrient,865,0.173,g/100g,Other dish,Dishes,Other dishes,18:3 undifferentiated,,-2,A
68190,21,Nutrient,866,0.065,g/100g,Pot pie,Dishes,Other dishes,18:3 undifferentiated,,11,D
68192,21,Nutrient,867,0.005,g/100g,Stuffing,Baking goods,Baking goods,18:3 undifferentiated,,21,E
68194,21,Nutrient,868,0.11,g/100g,Edible shell,Baking goods,Wrappers,18:3 undifferentiated,,21,E
68197,21,Nutrient,869,0.052,g/100g,Fudge,Confectioneries,Candies,18:3 undifferentiated,,23,E
68204,21,Nutrient,870,0.002,g/100g,Candy bar,Confectioneries,Candies,18:3 undifferentiated,,19,E
68220,21,Nutrient,871,0.121,g/100g,Condensed milk,Milk and milk products,Other milk products,18:3 undifferentiated,,-3,A
68221,21,Nutrient,872,1.5,g/100g,Margarine,Fats and oils,Vegetable fats,18:3 undifferentiated,,8,C
68235,21,Nutrient,873,1.811,g/100g,Margarine-like spread,Fats and oils,Vegetable fats,18:3 undifferentiated,,3,C
68263,21,Nutrient,874,0.074,g/100g,Hummus,Dishes,Levantine cuisine,18:3 undifferentiated,,8,C
68264,21,Nutrient,876,0.021,g/100g,Potato puffs,Dishes,Potato dishes,18:3 undifferentiated,,17,D
68266,21,Nutrient,877,0.061,g/100g,Potato gratin,Dishes,Potato dishes,18:3 undifferentiated,,6,C
68275,21,Nutrient,878,0.014,g/100g,Milk substitute,Baking goods,Substitutes,18:3 undifferentiated,,-1,A
68276,22,Nutrient,85,0.676,g/100g,Soy bean,Soy,Soy,18:3i,,5,C
68298,22,Nutrient,549,0.007,g/100g,Domestic pig,Animal foods,Swine,18:3i,,22,E
68348,22,Nutrient,797,1.276,g/100g,Canola,Herbs and spices,Oilseed crops,18:3i,,0,B
68353,22,Nutrient,804,0.533,g/100g,Cooking oil,Baking goods,Baking goods,18:3i,,0,B
68357,22,Nutrient,808,0.695,g/100g,Shortening,Fats and oils,Vegetable fats,18:3i,,0,B
68360,22,Nutrient,872,0.473,g/100g,Margarine,Fats and oils,Vegetable fats,18:3i,,8,C
68362,22,Nutrient,873,0.264,g/100g,Margarine-like spread,Fats and oils,Vegetable fats,18:3i,,3,C
68697,23,Nutrient,86,0.014,g/100g,Sunflower,Herbs and Spices,Oilseed crops,18:04,,15,D
69023,23,Nutrient,175,0.049,g/100g,Potato,Vegetables,Tubers,18:04,,21,E
69153,23,Nutrient,269,0.002,g/100g,Other bread,Cereals and cereal products,Other breads,18:04,,12,D
69481,23,Nutrient,275,0.002,g/100g,Biscuit,Cereals and cereal products,Cereal products,18:04,,22,E
69538,23,Nutrient,280,0.006,g/100g,Abalone,Aquatic foods,Mollusks,18:04,,-2,A
69548,23,Nutrient,286,0.015,g/100g,Red king crab,Aquatic foods,Crustaceans,18:04,,4,C
69552,23,Nutrient,293,0.214,g/100g,Atlantic herring,Aquatic foods,Fishes,18:04,,-5,A
69557,23,Nutrient,294,0.278,g/100g,Atlantic mackerel,Aquatic foods,Fishes,18:04,,-5,A
69558,23,Nutrient,295,0.008,g/100g,Painted comber,Aquatic foods,Fishes,18:04,,-2,A
69560,23,Nutrient,296,0.005,g/100g,Atlantic pollock,Aquatic foods,Fishes,18:04,,-5,A
69562,23,Nutrient,297,0.061,g/100g,Atlantic wolffish,Aquatic foods,Fishes,18:04,,-4,A
69567,23,Nutrient,302,0.013,g/100g,Beluga whale,Aquatic foods,Cetaceans,18:04,,-3,A
69571,23,Nutrient,306,0.002,g/100g,Blue crab,Aquatic foods,Crustaceans,18:04,,-2,A
69574,23,Nutrient,307,0.035,g/100g,Blue mussel,Aquatic foods,Mollusks,18:04,,-2,A
69576,23,Nutrient,308,0.039,g/100g,Northern bluefin tuna,Aquatic foods,Fishes,18:04,,-5,A
69578,23,Nutrient,309,0.167,g/100g,Bluefish,Aquatic foods,Fishes,18:04,,-5,A
69588,23,Nutrient,327,0.058,g/100g,Common carp,Aquatic foods,Fishes,18:04,,-5,A
69591,23,Nutrient,329,0.013,g/100g,Channel catfish,Aquatic foods,Fishes,18:04,,-1,A
69603,23,Nutrient,339,0.029,g/100g,Cisco,Aquatic foods,Fishes,18:04,,-5,A
69619,23,Nutrient,343,0.001,g/100g,Atlantic cod,Aquatic foods,Fishes,18:04,,-5,A
69623,23,Nutrient,344,0.028,g/100g,Common octopus,Aquatic foods,Mollusks,18:04,,-1,A
69629,23,Nutrient,350,0.011,g/100g,Atlantic croaker,Aquatic foods,Fishes,18:04,,0,B
69631,23,Nutrient,352,0.002,g/100g,Cuttlefish,Aquatic foods,Mollusks,18:04,,-1,A
69633,23,Nutrient,356,0.005,g/100g,Dolphin fish,Aquatic foods,Fishes,18:04,,-5,A
69635,23,Nutrient,361,0.048,g/100g,Eastern oyster,Aquatic foods,Mollusks,18:04,,-3,A
69644,23,Nutrient,367,0.055,g/100g,European anchovy,Aquatic foods,Fishes,18:04,,-4,A
69660,23,Nutrient,375,0.132,g/100g,Greenland halibut/turbot,Aquatic foods,Fishes,18:04,,5,C
69663,23,Nutrient,379,0.002,g/100g,Haddock,Aquatic foods,Fishes,18:04,,11,D
69666,23,Nutrient,380,0.007,g/100g,Hippoglossus (Common halibut),Aquatic foods,Fishes,18:04,,-5,A
69676,23,Nutrient,388,0.106,g/100g,Pacific jack mackerel,Aquatic foods,Fishes,18:04,,-1,A
69683,23,Nutrient,396,0.004,g/100g,Kelp,Aquatic foods,Seaweed,18:04,,1,B
69684,23,Nutrient,397,0.09,g/100g,King mackerel,Aquatic foods,Fishes,18:04,,-4,A
69690,23,Nutrient,404,0.002,g/100g,American lobster,Aquatic foods,Crustaceans,18:04,,-1,A
69695,23,Nutrient,418,0.082,g/100g,Striped mullet,Aquatic foods,Fishes,18:04,,-5,A
69706,23,Nutrient,431,0.97,g/100g,Spotted seal,Aquatic foods,Pinnipeds,18:04,,0,B
69707,23,Nutrient,432,0.248,g/100g,Pacific herring,Aquatic foods,Fishes,18:04,,-5,A
69709,23,Nutrient,433,0.084,g/100g,Pacific oyster,Aquatic foods,Mollusks,18:04,,-4,A
69711,23,Nutrient,434,0.015,g/100g,Pacific rockfish,Aquatic foods,Fishes,18:04,,-5,A
69722,23,Nutrient,453,0.025,g/100g,Rainbow smelt,Aquatic foods,Fishes,18:04,,-5,A
69724,23,Nutrient,454,0.066,g/100g,Rainbow trout,Aquatic foods,Fishes,18:04,,-5,A
69728,23,Nutrient,458,0.001,g/100g,Orange roughy,Aquatic foods,Fishes,18:04,,-5,A
69730,23,Nutrient,459,0.114,g/100g,Sablefish,Aquatic foods,Fishes,18:04,,-5,A
69733,23,Nutrient,460,0.072,g/100g,Pink salmon,Aquatic foods,Fishes,18:04,,-5,A
69739,23,Nutrient,461,0.068,g/100g,Chum salmon,Aquatic foods,Fishes,18:04,,-5,A
69745,23,Nutrient,462,0.119,g/100g,Coho salmon,Aquatic foods,Fishes,18:04,,-5,A
69751,23,Nutrient,463,0.07,g/100g,Sockeye salmon,Aquatic foods,Fishes,18:04,,-4,A
69763,23,Nutrient,464,0.188,g/100g,Chinook salmon,Aquatic foods,Fishes,18:04,,3,C
69767,23,Nutrient,465,0.083,g/100g,Atlantic salmon,Aquatic foods,Fishes,18:04,,-5,A
69776,23,Nutrient,472,0.004,g/100g,Scallop,Aquatic foods,Mollusks,18:04,,-1,A
69780,23,Nutrient,476,1.217,g/100g,Bearded seal,Aquatic foods,Pinnipeds,18:04,,-4,A
69782,23,Nutrient,478,0.008,g/100g,Sea trout,Aquatic foods,Fishes,18:04,,-5,A
69784,23,Nutrient,480,0.328,g/100g,American shad,Aquatic foods,Fishes,18:04,,-5,A
69785,23,Nutrient,481,0.031,g/100g,Shark,Aquatic foods,Fishes,18:04,,-5,A
69787,23,Nutrient,482,0.01,g/100g,Sheefish,Aquatic foods,Fishes,18:04,,-5,A
69788,23,Nutrient,484,0.027,g/100g,Sheepshead,Aquatic foods,Fishes,18:04,,-5,A
69789,23,Nutrient,486,0.004,g/100g,Skipjack tuna,Aquatic foods,Fishes,18:04,,-5,A
69791,23,Nutrient,487,0.009,g/100g,Snapper,Aquatic foods,Fishes,18:04,,-5,A
69795,23,Nutrient,494,0.128,g/100g,Greater sturgeon,Aquatic foods,Fishes,18:04,,-5,A
69798,23,Nutrient,495,0.032,g/100g,White sucker,Aquatic foods,Fishes,18:04,,-5,A
69801,23,Nutrient,498,0.006,g/100g,Swordfish,Aquatic foods,Fishes,18:04,,-5,A
69809,23,Nutrient,504,2.798,g/100g,"Salmonidae (Salmon, Trout)",Aquatic foods,Fishes,18:04,,1,B
69820,23,Nutrient,506,0.002,g/100g,"Cattle (Beef, Veal)",Animal foods,Bovines,18:04,,14,D
70572,23,Nutrient,508,0.001,g/100g,Alaska pollock,Aquatic foods,Fishes,18:04,,-2,A
70576,23,Nutrient,514,0.05,g/100g,Whitefish,Aquatic foods,Fishes,18:04,,-5,A
70581,23,Nutrient,515,0.041,g/100g,Whiting,Aquatic foods,Fishes,18:04,,-5,A
70591,23,Nutrient,525,0.014,g/100g,Albacore tuna,Aquatic foods,Fishes,18:04,,-1,A
70594,23,Nutrient,526,0.935,g/100g,Gadus (Common cod),Aquatic foods,Fishes,18:04,,17,D
70595,23,Nutrient,530,0.13,g/100g,Smelt,Aquatic foods,Fishes,18:04,,-1,A
70596,23,Nutrient,531,2.305,g/100g,"Clupeinae (Herring, Sardine, Sprat)",Aquatic foods,Fishes,18:04,,16,D
70598,23,Nutrient,532,0.005,g/100g,Spiny lobster,Aquatic foods,Crustaceans,18:04,,-4,A
70600,23,Nutrient,533,0.001,g/100g,Snow crab,Aquatic foods,Crustaceans,18:04,,0,B
70617,23,Nutrient,537,0.039,g/100g,Percoidei (Bass and others),Aquatic foods,Fishes,18:04,,-5,A
70623,23,Nutrient,538,0.125,g/100g,Perciformes,Aquatic foods,Fishes,18:04,,-5,A
70628,23,Nutrient,544,0.001,g/100g,"Bivalvia (Clam, Mussel, Oyster)",Aquatic foods,Mollusks,18:04,,1,B
70634,23,Nutrient,545,0.006,g/100g,Squid,Aquatic foods,Mollusks,18:04,,-5,A
70638,23,Nutrient,546,0.007,g/100g,Shrimp,Aquatic foods,Crustaceans,18:04,,2,B
70645,23,Nutrient,547,0.005,g/100g,Crayfish,Aquatic foods,Crustaceans,18:04,,5,C
70649,23,Nutrient,548,0.012,g/100g,Flatfish,Aquatic foods,Fishes,18:04,,-5,A
70787,23,Nutrient,549,0.025,g/100g,Domestic pig,Animal foods,Swine,18:04,,22,E
70985,23,Nutrient,571,0.16,g/100g,Spot croaker,Aquatic foods,Fishes,18:04,,-5,A
